back_office,channel,client_id,counter_type,date,inaccurate_time,no_wait_visit,office_id,office_name,program_id,service_count,status,welcome_time,latest_time,service_creation_duration_outlie,waiting_duration_outlier,prep_duration_outlier,serve_duration_outlier,hold_duration_outlier,serve_duration_per_service,serve_duration_per_visit,prep_duration_per_service,prep_duration_per_visit,waiting_duration_per_service,waiting_duration_per_visit,hold_duration_per_service,hold_duration_per_visit,visits_count,services_count,transactions_count,DateEntered,service_creation_duration_per_vi
Back Office,back-office,6132132,Counter,13APR2021:00:00:00.000,No,Yes,114,Send Video4,ID Verification - 010,1,Finished,13APR2021:16:10:05.000,13APR2021:16:11:06.000,No,No,No,No,No,0.0006691551,0.0006691551,,,,,,,1,1,1,14APR2021:02:00:13.037,0.0000315162
Back Office,back-office,6744885,Counter,18JUN2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,18JUN2021:15:50:14.000,18JUN2021:15:50:52.000,No,No,No,No,No,0.0004049653,0.0004049653,,,,,,,1,1,1,19JUN2021:02:00:12.423,0.0000397801
Back Office,back-office,4142324,Counter,16JUN2020:00:00:00.000,No,Yes,69,Prince Rupert,Back Office - 014,1,Finished,16JUN2020:08:54:31.000,16JUN2020:15:11:00.000,No,No,No,No,No,0.0539269336,0.0539269336,,,,,0.2048581094,0.2048581094,1,1,1,05MAR2021:14:30:20.853,0.0026649653
Front Office,in-person,2317035,,30MAY2019:00:00:00.000,No,No,46,Maple Ridge,ICBC - 002,1,Finished,30MAY2019:10:11:35.000,30MAY2019:10:27:25.000,No,No,No,No,No,0.0030295602,0.0030295602,0.0001156829,0.0001156829,0.0076327198,0.0076327198,,,1,1,1,05MAR2021:14:29:43.590,0.0002172917
Front Office,,8252750,,18OCT2021:00:00:00.000,No,Yes,111,Send Video 1,,1,Customer Left (service-creation),18OCT2021:11:03:48.000,18OCT2021:11:03:50.000,No,No,No,No,No,,,,,,,,,1,1,0,19OCT2021:02:00:11.393,0.0000148611
Front Office,phone,5950679,Counter,19MAR2021:00:00:00.000,No,Yes,93,Vernon,ICBC - 008,2,Finished,19MAR2021:08:58:43.000,19MAR2021:09:03:23.000,No,No,No,No,No,0.0032347105,0.0042486112,,,,,,,1,1,1,20MAR2021:02:00:15.473,0.0000844444
Front Office,in-person,557858,,03DEC2018:00:00:00.000,Yes,No,55,Nanaimo,ID Verification - 002,1,Inaccurate Time,03DEC2018:12:35:12.000,03DEC2018:12:35:57.000,No,No,No,No,No,,,,,,,,,1,1,1,05MAR2021:14:29:27.743,
Back Office,phone,5806660,Counter,02MAR2021:00:00:00.000,No,Yes,93,Vernon,Back Office - 017,1,Finished,02MAR2021:13:56:05.000,02MAR2021:13:56:53.000,No,No,No,No,No,0.0004797917,0.0004797917,,,,,,,1,1,1,05MAR2021:14:31:45.787,0.0000733796
Front Office,email-fax-mail,4240624,Counter,02JUL2020:00:00:00.000,No,Yes,66,Port Alberni,PTAX - 005,1,Finished,02JUL2020:16:01:13.000,02JUL2020:16:25:40.000,No,No,No,No,No,0.0168774426,0.0168774426,,,,,,,1,1,1,05MAR2021:14:30:23.510,0.0000992593
Back Office,back-office,8074813,Counter,27SEP2021:00:00:00.000,No,Yes,66,Port Alberni,Back Office - 007,1,Finished,27SEP2021:13:12:05.000,27SEP2021:13:14:55.000,No,No,No,No,No,0.0019671759,0.0019671759,,,,,,,1,1,1,28SEP2021:02:00:12.253,2.5578699E-6
Front Office,in-person,3804214,Counter,17MAR2020:00:00:00.000,No,Yes,65,Penticton,ICBC - 003,2,Finished,17MAR2020:10:30:12.000,17MAR2020:10:31:35.000,No,No,No,No,No,0.0009500579,0.0042116204,,0.0000605671,,0.0001541782,,,1,1,1,05MAR2021:14:30:12.573,0.0001900694
Front Office,in-person,8091634,Counter,28SEP2021:00:00:00.000,No,Yes,80,Revelstoke,ID Verification - 010,1,Finished,28SEP2021:14:17:44.000,28SEP2021:14:18:11.000,No,No,No,No,No,0.0003035995,0.0003035995,,,,,,,1,1,1,29SEP2021:02:00:12.910,2.6504613E-6
Front Office,in-person,1321083,,21FEB2019:00:00:00.000,No,Yes,84,Squamish,SDPR - POC - 009,1,Finished,21FEB2019:16:09:01.000,21FEB2019:16:12:59.000,No,No,No,No,No,0.002710243,0.002710243,,,,,,,1,1,1,05MAR2021:14:29:34.340,0.0000451389
Back Office,phone,869945,,07JAN2019:00:00:00.000,No,No,40,Kamloops,Back Office - 017,1,Finished,07JAN2019:12:43:35.000,07JAN2019:12:48:06.000,No,No,No,No,No,0.0030228936,0.0030228936,1.1574074E-8,1.1574074E-8,1.1574074E-8,1.1574074E-8,0,0,1,1,1,05MAR2021:14:29:30.307,0.0001145255
Front Office,in-person,4645992,Counter,14SEP2020:00:00:00.000,No,Yes,90,Surrey,ID Verification - 010,1,Finished,14SEP2020:08:59:04.000,14SEP2020:09:00:18.000,No,No,No,No,No,0.0007934259,0.0007934259,,,,,,,1,1,1,05MAR2021:14:30:34.840,0.0000559144
Front Office,in-person,8078999,Counter,27SEP2021:00:00:00.000,No,No,16,Courtenay,ICBC - 002,1,Finished,27SEP2021:15:27:26.000,27SEP2021:16:21:13.000,No,No,No,No,No,0.0068841088,0.0068841088,0.0003071412,0.0003071412,0.0299628712,0.0299628712,,,1,1,1,28SEP2021:02:00:12.490,0.0001907986
Back Office,back-office,4882030,Counter,22OCT2020:00:00:00.000,No,Yes,50,Merritt,Back Office - 008,1,Finished,22OCT2020:08:39:51.000,22OCT2020:09:00:03.000,No,No,No,No,No,0.0139765162,0.0139765162,,,,,,,1,1,1,05MAR2021:14:30:41.510,0.0000470949
Back Office,back-office,8577598,Counter,23NOV2021:00:00:00.000,No,Yes,112,Send Video2,Other - 044,1,Finished,23NOV2021:13:58:10.000,23NOV2021:14:01:09.000,No,No,No,No,No,0.0020310069,0.0020310069,,,,,,,1,1,1,24NOV2021:02:00:13.387,0.000046088
Back Office,back-office,5613841,Counter,08FEB2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,08FEB2021:09:08:35.000,08FEB2021:09:09:23.000,No,No,No,No,No,0.0005104167,0.0005104167,,,,,,,1,1,1,05MAR2021:14:31:33.180,0.0000422454
Front Office,in-person,1133578,Quick Transaction,31JAN2019:00:00:00.000,No,No,85,Salmon Arm,ICBC - 008,1,Finished,31JAN2019:12:42:41.000,31JAN2019:12:53:12.000,No,No,No,No,No,0.0066867708,0.0066867708,0.0000240856,0.0000240856,0.0004702778,0.0004702778,,,1,1,1,05MAR2021:14:29:32.667,0.000123125
Front Office,phone,9950261,Counter,16JUN2022:00:00:00.000,No,Yes,19,Chetwynd,SDPR - POC - 001,1,Finished,16JUN2022:14:26:03.000,16JUN2022:14:28:43.000,No,No,No,No,No,0.0015308333,0.0015308333,,,,,,,1,1,1,17JUN2022:04:30:18.030,0.0003288542
Front Office,in-person,559256,,03DEC2018:00:00:00.000,No,No,46,Maple Ridge,ICBC - 005,1,Finished,03DEC2018:13:21:56.000,03DEC2018:13:41:18.000,No,No,No,No,No,0.0132234488,0.0132234488,1.1574074E-8,1.1574074E-8,3.7037037E-7,3.7037037E-7,0,0,1,1,1,05MAR2021:14:29:27.743,0.0002264005
Back Office,back-office,4089871,Counter,05JUN2020:00:00:00.000,No,Yes,93,Vernon,Back Office - 001,3,Finished,05JUN2020:08:39:31.000,05JUN2020:08:59:45.000,No,No,No,No,No,0.0140422918,0.0393816307,,,,,,,1,1,1,05MAR2021:14:30:19.527,0.0002470833
Back Office,back-office,6751062,Counter,21JUN2021:00:00:00.000,No,Yes,43,Kitimat,Back Office - 005,1,Finished,21JUN2021:09:48:21.000,21JUN2021:09:53:50.000,No,No,No,No,No,0.0037527895,0.0037527895,,,,,,,1,1,1,22JUN2021:02:00:12.970,0.0000491204
Front Office,in-person,5142849,Counter,03DEC2020:00:00:00.000,No,No,46,Maple Ridge,ICBC - 009,1,Finished,03DEC2020:11:53:59.000,03DEC2020:12:02:23.000,No,No,No,No,No,0.001297963,0.001297963,0.000024375,0.000024375,0.0044906479,0.0044906479,,,1,1,1,05MAR2021:14:30:52.410,0.0000204861
Front Office,in-person,2760947,,09JUL2019:00:00:00.000,No,Yes,23,Dawson Creek,ICBC - 002,1,Finished,09JUL2019:13:52:17.000,09JUL2019:14:00:29.000,No,No,No,No,No,0.005578368,0.005578368,,,,,,,1,1,1,05MAR2021:14:29:48.790,0.0001235995
Front Office,in-person,1622732,,26MAR2019:00:00:00.000,No,Yes,11,Burns Lake,MSP - 003,1,Finished,26MAR2019:13:44:25.000,26MAR2019:14:02:12.000,No,No,No,No,No,0.0023134374,0.0122037958,,,,,,,1,1,1,05MAR2021:14:29:37.323,0.0001388426
Front Office,in-person,5893665,Counter,11MAR2021:00:00:00.000,No,Yes,56,Nelson,MSP - 001,1,Finished,11MAR2021:15:17:49.000,11MAR2021:15:38:48.000,No,No,No,No,No,0.0134342359,0.0134342359,,,,,,,1,1,1,12MAR2021:02:00:13.857,0.0011318866
Front Office,in-person,8217805,Counter,13OCT2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,13OCT2021:16:05:00.000,13OCT2021:16:06:38.000,No,No,No,No,No,0.0011405324,0.0011405324,,,,,,,1,1,1,14OCT2021:02:00:12.317,1.7592587E-6
Front Office,in-person,8122615,Counter,02OCT2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,02OCT2021:11:21:52.000,02OCT2021:11:22:33.000,No,No,No,No,No,0.0004681713,0.0004681713,,,,,,,1,1,1,03OCT2021:02:00:11.207,3.3101853E-6
Back Office,back-office,6983850,Counter,14JUL2021:00:00:00.000,No,Yes,36,Grand Forks,Back Office - 021,1,Finished,14JUL2021:14:55:39.000,14JUL2021:15:22:19.000,No,No,No,No,No,0.0026613194,0.0026613194,,,,,0.0158544797,0.0158544797,1,1,1,15JUL2021:02:00:12.353,2.4421292E-6
Front Office,in-person,184418,,09OCT2018:00:00:00.000,No,No,46,Maple Ridge,ICBC - 002,1,Finished,09OCT2018:14:02:07.000,09OCT2018:14:35:58.000,No,No,No,No,No,0.0029616782,0.0029616782,0.0000351389,0.0000351389,0.0194489006,0.0194489006,0,0,1,1,1,05MAR2021:14:29:24.103,0.001056493
Front Office,in-person,611061531932573952,,18JUL2018:00:00:00.000,No,No,60,Oliver,VSTATS - 001,1,Finished,18JUL2018:09:49:33.000,18JUL2018:10:03:23.000,No,No,No,No,No,0.0047132988,0.0047132988,0.0000229861,0.0000229861,0.0046328008,0.0046328008,0,0,1,1,1,05MAR2021:14:29:22.430,
Back Office,in-person,9399071,Counter,23MAR2022:00:00:00.000,No,Yes,111,Send Video 1,Back Office - 021,1,Finished,23MAR2022:11:45:03.000,23MAR2022:11:49:27.000,No,No,No,No,No,0.0030389004,0.0030389004,,,,,,,1,1,1,24MAR2022:02:00:12.827,0.0000175926
Front Office,in-person,3058707,,29AUG2019:00:00:00.000,No,No,17,Cranbrook,ICBC - 013,1,Finished,29AUG2019:12:05:26.000,29AUG2019:12:58:49.000,No,No,No,No,No,0.0023017593,0.0023017593,0.0009200231,0.0009200231,0.0161355324,0.0161355324,0.0174596757,0.0174596757,1,1,1,05MAR2021:14:29:53.743,0.0002558565
Back Office,back-office,9083119,Counter,01FEB2022:00:00:00.000,No,Yes,82,Sechelt,Back Office - 005,1,Finished,01FEB2022:12:20:34.000,01FEB2022:12:28:02.000,No,No,No,No,No,0.0051456597,0.0051456597,,,,,,,1,1,1,02FEB2022:02:00:13.360,0.000043588
Front Office,in-person,3071318,,03SEP2019:00:00:00.000,No,Yes,40,Kamloops,F&W - 004,1,Finished,03SEP2019:11:37:02.000,03SEP2019:11:45:30.000,No,No,No,No,No,0.0052839932,0.0052839932,,,,,,,1,1,1,05MAR2021:14:29:53.980,0.0005952315
Front Office,in-person,8166025,Counter,06OCT2021:00:00:00.000,No,Yes,111,Send Video 1,ID Verification - 010,1,Finished,06OCT2021:16:22:16.000,06OCT2021:16:24:39.000,No,No,No,No,No,0.0016480093,0.0016480093,,,,,,,1,1,1,07OCT2021:02:00:15.610,2.8356496E-6
Front Office,in-person,3220480,,08OCT2019:00:00:00.000,No,No,16,Courtenay,F&W - 003,1,Finished,08OCT2019:09:26:43.000,08OCT2019:09:46:03.000,No,No,No,No,No,0.0106565282,0.0106565282,0.0001987153,0.0001987153,0.0023627547,0.0023627547,,,1,1,1,05MAR2021:14:29:57.777,0.0002059838
Back Office,back-office,6690534,Counter,14JUN2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,14JUN2021:13:08:31.000,14JUN2021:13:09:29.000,No,No,No,No,No,0.0005418634,0.0005418634,,,,,,,1,1,1,15JUN2021:02:00:12.857,0.0001338889
Front Office,,8303188,,22OCT2021:00:00:00.000,No,Yes,12,Campbell River,,1,Customer Left (service-creation),22OCT2021:11:26:10.000,22OCT2021:11:26:11.000,No,No,No,No,No,,,,,,,,,1,1,0,23OCT2021:02:00:12.223,0.0000215625
Back Office,back-office,5519577,Counter,25JAN2021:00:00:00.000,No,Yes,113,Send Video3,Back Office - 021,1,Finished,25JAN2021:15:49:05.000,25JAN2021:15:55:00.000,No,No,No,No,No,0.0040661804,0.0040661804,,,,,,,1,1,1,05MAR2021:14:31:25.137,0.0000435069
Front Office,in-person,6675539,Counter,11JUN2021:00:00:00.000,No,Yes,88,Terrace,ICBC - 002,1,Finished,11JUN2021:15:20:37.000,11JUN2021:15:34:15.000,No,No,No,No,No,0.0003655092,0.0006318866,0.0002190625,0.0002190625,0.0085114352,0.0085114352,,,1,1,1,12JUN2021:02:00:14.287,0.0001088426
Front Office,in-person,2972213,,08AUG2019:00:00:00.000,No,No,17,Cranbrook,RTB - 003,1,Finished,08AUG2019:11:52:55.000,08AUG2019:12:16:35.000,No,No,No,No,No,0.0065148957,0.0065148957,0.0000376157,0.0000376157,0.0094939815,0.0094939815,,,1,1,1,05MAR2021:14:29:51.760,0.0003902662
Back Office,back-office,5600202,Counter,04FEB2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,04FEB2021:14:04:48.000,04FEB2021:14:06:40.000,No,No,No,No,No,0.0012701852,0.0012701852,,,,,,,1,1,1,05MAR2021:14:31:31.540,0.0000276157
Front Office,in-person,6928510,Counter,08JUL2021:00:00:00.000,No,Yes,55,Nanaimo,ICBC - 002,1,Finished,08JUL2021:14:39:03.000,08JUL2021:14:51:44.000,No,No,No,No,No,0.0087358914,0.0087358914,,,,,,,1,1,1,09JUL2021:02:00:13.047,0.000078287
Back Office,back-office,6689803,Counter,14JUN2021:00:00:00.000,No,Yes,111,Send Video 1,ID Verification - 010,1,Finished,14JUN2021:12:24:41.000,14JUN2021:12:25:28.000,No,No,No,No,No,0.0005074306,0.0005074306,,,,,,,1,1,1,15JUN2021:02:00:12.857,0.0000293171
Front Office,in-person,9408226,Counter,24MAR2022:00:00:00.000,No,Yes,111,Send Video 1,ID Verification - 010,1,Finished,24MAR2022:13:04:38.000,24MAR2022:13:04:55.000,No,No,No,No,No,0.0002014815,0.0002014815,,,,,,,1,1,1,25MAR2022:02:00:12.353,4.1435192E-6
Front Office,in-person,779831,,27DEC2018:00:00:00.000,No,No,84,Squamish,SDPR - POC - 001,1,Finished,27DEC2018:10:31:57.000,27DEC2018:10:32:17.000,No,No,No,No,No,0.0001736227,0.0001736227,1.1574074E-8,1.1574074E-8,1.1574074E-8,1.1574074E-8,0,0,1,1,1,05MAR2021:14:29:29.447,0.0000595833
Front Office,in-person,9871149,Counter,06JUN2022:00:00:00.000,No,Yes,73,Queen Charlotte City,ICBC - 002,1,Finished,06JUN2022:14:16:52.000,06JUN2022:14:28:05.000,No,No,No,No,No,0.0076903589,0.0077323494,,,,,,,1,1,1,07JUN2022:04:30:13.370,0.0000531944
Back Office,back-office,6071653,Counter,06APR2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,06APR2021:15:52:17.000,06APR2021:15:53:27.000,No,No,No,No,No,0.0007666782,0.0007666782,,,,,,,1,1,1,07APR2021:02:00:13.073,0.0000477083
Back Office,back-office,4049445,Counter,28MAY2020:00:00:00.000,No,Yes,97,Williams Lake,Back Office - 002,1,Finished,28MAY2020:15:59:50.000,28MAY2020:16:16:52.000,No,No,No,No,No,0.0115403123,0.0115403123,,,,,,,1,1,1,05MAR2021:14:30:18.573,0.0002927431
Front Office,in-person,9692621,Counter,09MAY2022:00:00:00.000,No,No,14,Chilliwack,ICBC - 002,1,Finished,09MAY2022:12:09:36.000,09MAY2022:12:41:01.000,No,No,No,No,No,0.0034851851,0.0034851851,0.0000162616,0.0000162616,0.0181966778,0.0181966778,,,1,1,1,10MAY2022:04:30:17.673,0.0001219329
Front Office,,3227163,,09OCT2019:00:00:00.000,No,Yes,88,Terrace,,1,Customer Left (service-creation),09OCT2019:11:10:05.000,09OCT2019:11:10:08.000,No,No,No,No,No,,,,,,,,,1,1,0,05MAR2021:14:29:58.027,0.0000264931
Front Office,in-person,3335745,,06NOV2019:00:00:00.000,No,No,66,Port Alberni,SDPR - POC - 006,1,Finished,06NOV2019:10:44:53.000,06NOV2019:10:59:53.000,No,No,No,No,No,0.0049953242,0.0049953242,0.0001541319,0.0001541319,0.004922905,0.004922905,,,1,1,1,05MAR2021:14:30:00.713,0.0003499074
Back Office,back-office,7294318,Counter,17AUG2021:00:00:00.000,No,Yes,92,Vanderhoof,Back Office - 021,1,Finished,17AUG2021:09:42:07.000,17AUG2021:09:43:25.000,No,No,No,No,No,0.0008882523,0.0008882523,,,,,,,1,1,1,18AUG2021:02:00:12.410,0.0000170833
Back Office,back-office,7216168,Counter,10AUG2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,10AUG2021:09:04:31.000,10AUG2021:09:05:13.000,No,No,No,No,No,0.000456331,0.000456331,,,,,,,1,1,1,11AUG2021:02:00:14.230,0.0000284838
Front Office,cats-assist,2501454,,17JUN2019:00:00:00.000,No,Yes,11,Burns Lake,SDPR - POC - 009,1,Finished,17JUN2019:11:48:55.000,17JUN2019:12:32:55.000,No,No,No,No,No,0.0011413079,0.0011413079,,,,,0.0293136351,0.0293136351,1,1,1,05MAR2021:14:29:45.697,0.0001021065
Front Office,in-person,6060392,Counter,06APR2021:00:00:00.000,No,No,68,Prince George,ICBC - 002,1,Finished,06APR2021:10:43:45.000,06APR2021:12:09:06.000,No,No,No,No,No,0.0051319674,0.0051319674,0.0009614815,0.0009614815,0.0419736095,0.0419736095,0.0109668979,0.0109668979,1,1,1,07APR2021:02:00:12.540,0.0002354861
Front Office,in-person,8136307,Counter,04OCT2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,04OCT2021:14:34:20.000,04OCT2021:14:34:40.000,No,No,No,No,No,0.0002206134,0.0002206134,,,,,,,1,1,1,07OCT2021:02:00:14.877,2.0370358E-6
Front Office,in-person,8296611,Counter,21OCT2021:00:00:00.000,No,Yes,19,Chetwynd,SDPR - POC - 006,1,Finished,21OCT2021:14:51:45.000,21OCT2021:14:54:54.000,No,No,No,No,No,0.0021381597,0.0021381597,,,,,,,1,1,1,22OCT2021:02:00:11.690,0.0000505093
Front Office,in-person,110661531947504544,,18JUL2018:00:00:00.000,No,No,10,Burnaby,MSP - 006,1,Finished,18JUL2018:13:58:24.000,18JUL2018:14:18:14.000,No,No,No,No,No,0.0038488309,0.0038488309,0.0003471296,0.0003471296,0.0091107637,0.0091107637,0,0,1,1,1,05MAR2021:14:29:22.430,
Back Office,back-office,4719925,Counter,24SEP2020:00:00:00.000,No,Yes,17,Cranbrook,Back Office - 021,1,Finished,24SEP2020:09:14:21.000,24SEP2020:09:16:12.000,No,No,No,No,No,0.0012728703,0.0012728703,,,,,,,1,1,1,05MAR2021:14:30:36.917,6.9675925E-6
Back Office,back-office,7529097,Counter,01SEP2021:00:00:00.000,No,Yes,46,Maple Ridge,Back Office - 017,1,Finished,01SEP2021:13:06:17.000,01SEP2021:13:10:10.000,No,No,No,No,No,0.000067581,0.0026194444,,,,,,,1,1,1,02SEP2021:02:00:13.133,0.0000764352
Back Office,back-office,5493517,Counter,21JAN2021:00:00:00.000,No,Yes,95,Vancouver,Back Office - 021,1,Finished,21JAN2021:14:27:21.000,21JAN2021:14:30:56.000,No,No,No,No,No,0.0024508333,0.0024508333,,,,,,,1,1,1,05MAR2021:14:31:23.197,0.0000326505
Front Office,in-person,6844914,Counter,29JUN2021:00:00:00.000,No,Yes,61,100 Mile House,PTAX - 005,1,Finished,29JUN2021:14:49:35.000,29JUN2021:14:53:45.000,No,No,No,No,No,0.0028530441,0.0028530441,,,,,,,1,1,1,30JUN2021:02:00:12.930,0.0000394097
Front Office,in-person,3190750,,30SEP2019:00:00:00.000,No,Yes,12,Campbell River,ICBC - 012,1,Finished,30SEP2019:15:37:10.000,30SEP2019:15:38:15.000,No,No,No,No,No,0.0006875926,0.0006875926,,,,,,,1,1,1,05MAR2021:14:29:57.057,0.000068831
Back Office,back-office,5465581,Counter,19JAN2021:00:00:00.000,No,Yes,114,Send Video4,Back Office - 021,1,Finished,19JAN2021:10:04:58.000,19JAN2021:10:10:37.000,No,No,No,No,No,0.0038441319,0.0038441319,,,,,,,1,1,1,05MAR2021:14:31:21.510,0.0000733681
Back Office,back-office,3999535,Counter,20MAY2020:00:00:00.000,No,Yes,64,Port Hardy,SDPR - POC - 008,1,Finished,20MAY2020:09:50:06.000,20MAY2020:09:57:59.000,No,No,No,No,No,0.003346574,0.003346574,,,,,0.0020273379,0.0020273379,1,1,1,05MAR2021:14:30:17.433,0.0000999537
Front Office,in-person,5045952,Counter,18NOV2020:00:00:00.000,No,No,66,Port Alberni,SDPR - POC - 006,1,Finished,18NOV2020:09:41:31.000,18NOV2020:10:01:30.000,No,No,No,No,No,0.0076114931,0.0076114931,0.0000235995,0.0000235995,0.0061288425,0.0061288425,,,1,1,1,05MAR2021:14:30:44.527,0.0001106713
Front Office,in-person,2944129,,31JUL2019:00:00:00.000,Yes,No,80,Revelstoke,MSP - 005,1,Inaccurate Time,31JUL2019:11:17:37.000,31JUL2019:11:23:16.000,No,No,No,No,No,,,,,,,,,1,1,1,05MAR2021:14:29:51.073,0.0038740626
Front Office,in-person,2669955,,28JUN2019:00:00:00.000,No,Yes,35,Golden,PTAX - 005,1,Finished,28JUN2019:14:38:26.000,28JUN2019:14:39:23.000,No,No,No,No,No,0.000583206,0.000583206,,,,,,,1,1,1,05MAR2021:14:29:47.650,0.0000789468
Front Office,in-person,240595,,18OCT2018:00:00:00.000,No,No,93,Vernon,ICBC - 002,1,Finished,18OCT2018:16:18:04.000,18OCT2018:16:32:10.000,No,No,No,No,No,0.0056571527,0.0056571527,0.0004142477,0.0004142477,0.0034158565,0.0034158565,0,0,1,1,1,05MAR2021:14:29:24.837,0.0003029514
Front Office,in-person,8839538,Counter,29DEC2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,29DEC2021:13:16:05.000,29DEC2021:13:16:35.000,No,No,No,No,No,0.0003466088,0.0003466088,,,,,,,1,1,1,30DEC2021:02:00:12.940,2.0370358E-6
Back Office,back-office,7110694,Counter,28JUL2021:00:00:00.000,No,Yes,114,Send Video4,ID Verification - 010,1,Finished,28JUL2021:09:14:16.000,28JUL2021:09:15:51.000,No,No,No,No,No,0.0010643981,0.0010643981,,,,,,,1,1,1,29JUL2021:02:00:13.087,0.0000395255
Front Office,in-person,7204704,Counter,09AUG2021:00:00:00.000,No,Yes,86,Smithers,ID Verification - 007,1,Finished,09AUG2021:09:56:04.000,09AUG2021:10:05:00.000,No,No,No,No,No,0.0061163544,0.0061163544,,,,,,,1,1,1,10AUG2021:02:00:14.110,0.0000817014
Front Office,in-person,2013784,,01MAY2019:00:00:00.000,No,No,68,Prince George,VSTATS - 005,1,Finished,01MAY2019:13:15:19.000,01MAY2019:13:39:24.000,No,No,No,No,No,0.0039271298,0.0039271298,9.7916663E-6,9.7916663E-6,0.0123802889,0.0123802889,,,1,1,1,05MAR2021:14:29:40.667,0.0004085532
Front Office,in-person,8441650,Counter,06NOV2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,06NOV2021:11:24:26.000,06NOV2021:11:24:50.000,No,No,No,No,No,0.0002856597,0.0002856597,,,,,,,1,1,1,07NOV2021:02:00:12.197,2.7893511E-6
Back Office,back-office,6240867,Counter,26APR2021:00:00:00.000,No,Yes,17,Cranbrook,SDPR - POC - 005,1,Finished,26APR2021:14:57:28.000,26APR2021:15:03:03.000,No,No,No,No,No,0.0038349538,0.0038349538,,,,,,,1,1,1,27APR2021:02:00:14.200,0.0000497106
Front Office,in-person,6281541,Counter,29APR2021:00:00:00.000,No,Yes,95,Vancouver,Other - 004,1,Finished,29APR2021:15:44:13.000,29APR2021:15:59:36.000,No,No,No,No,No,0.0106265629,0.0106265629,,,,,,,1,1,1,30APR2021:02:00:12.857,0.0000557755
Front Office,in-person,3516066,Counter,30DEC2019:00:00:00.000,No,Yes,8,Bella Coola,ICBC - 002,1,Finished,30DEC2019:09:39:46.000,30DEC2019:09:45:09.000,No,No,No,No,No,0.0036891666,0.0036891666,,,,,,,1,1,1,05MAR2021:14:30:05.480,0.0000469676
Front Office,in-person,6262799,Counter,28APR2021:00:00:00.000,No,No,82,Sechelt,F&W - 006,1,Finished,28APR2021:12:05:41.000,28APR2021:12:17:31.000,No,No,No,No,No,0.0063258447,0.0063258447,0.0000446296,0.0000446296,0.0016505903,0.0016505903,,,1,1,1,29APR2021:02:00:11.407,0.000200382
Back Office,back-office,7363604,Counter,23AUG2021:00:00:00.000,No,Yes,61,100 Mile House,ID Verification - 010,1,Finished,23AUG2021:16:43:07.000,23AUG2021:16:46:32.000,No,No,No,No,No,0.0022775463,0.0022775463,,,,,,,1,1,1,24AUG2021:02:00:12.100,0.000090544
Back Office,back-office,6167598,Counter,17APR2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,17APR2021:13:06:47.000,17APR2021:13:07:43.000,No,No,No,No,No,0.0006202894,0.0006202894,,,,,,,1,1,1,18APR2021:02:00:12.717,0.0000285764
Front Office,in-person,6322639,Counter,05MAY2021:00:00:00.000,No,No,16,Courtenay,ICBC - 009,1,Finished,05MAY2021:09:47:26.000,05MAY2021:09:59:38.000,No,No,No,No,No,0.0050162962,0.0050162962,0.0002875579,0.0002875579,0.0030601851,0.0030601851,,,1,1,1,06MAY2021:02:00:14.387,0.0001052778
Back Office,back-office,6247025,Counter,27APR2021:00:00:00.000,No,Yes,93,Vernon,Back Office - 007,1,Finished,27APR2021:10:17:25.000,27APR2021:10:21:30.000,No,No,No,No,No,0.002789699,0.002789699,,,,,,,1,1,1,28APR2021:02:00:12.237,0.000042419
Front Office,in-person,8690893,Counter,07DEC2021:00:00:00.000,Yes,No,81,Trail,Other - 055,1,Inaccurate Time,07DEC2021:14:17:32.000,07DEC2021:14:20:10.000,No,No,No,No,No,,,0.0000190741,0.0000190741,0.0017601504,0.0017601504,,,1,1,1,08DEC2021:02:00:13.027,0.0000202199
Back Office,back-office,6064072,Counter,06APR2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,06APR2021:12:15:09.000,06APR2021:12:19:45.000,No,No,No,No,No,0.0031382754,0.0031382754,,,,,,,1,1,1,07APR2021:02:00:12.540,0.0000591088
Back Office,back-office,8338432,Counter,26OCT2021:00:00:00.000,No,Yes,86,Smithers,Back Office - 016,1,Being Served,26OCT2021:16:20:22.000,26OCT2021:16:20:22.000,No,No,No,No,No,,,,,,,,,1,1,0,27OCT2021:02:00:12.307,2.1296298E-6
